booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
HB-118418,City Hotel,0,113,2025,August,33,17,2025-08-17,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,121.5,0,3
HB-022095,Resort Hotel,0,22,2024,November,46,11,2024-11-11,0,1,3,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,C,0,No Deposit,,,0,Transient,65.0,0,0
HB-082192,City Hotel,0,47,2023,December,51,19,2023-12-19,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,,0,Transient,71.5,0,0
HB-064874,City Hotel,1,64,2025,March,12,18,2025-03-18,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,0
HB-045255,City Hotel,0,69,2023,October,43,25,2023-10-25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0
HB-028331,Resort Hotel,0,297,2024,September,38,19,2024-09-19,3,7,2,0.0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,315.0,,0,Transient,88.9,0,1
HB-052719,City Hotel,0,282,2024,June,23,9,2024-06-09,0,3,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,48,Transient-Party,73.33,0,1
HB-058534,City Hotel,1,461,2024,October,41,13,2024-10-13,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-036788,Resort Hotel,0,206,2025,May,21,20,2025-05-20,3,6,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,52.85,0,0
HB-116511,City Hotel,0,168,2025,July,29,17,2025-07-17,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,1
HB-043593,City Hotel,0,15,2023,September,38,20,2023-09-20,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,124.0,0,2
HB-109827,City Hotel,0,178,2025,April,15,12,2025-04-12,1,4,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,189.0,0,0
HB-042002,City Hotel,0,145,2023,August,35,29,2023-08-29,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0
HB-008509,Resort Hotel,1,243,2024,October,40,2,2024-10-02,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,49.0,0,0
HB-022142,Resort Hotel,0,29,2024,March,11,16,2024-03-16,0,3,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,40.0,0,0
HB-108425,City Hotel,0,193,2025,March,12,23,2025-03-23,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,108.0,0,1
HB-106102,City Hotel,0,10,2025,February,8,19,2025-02-19,2,0,1,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,85.0,0,0
HB-065391,City Hotel,1,27,2025,April,14,2,2025-04-02,2,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.0,0,0
HB-075752,City Hotel,1,312,2023,August,34,25,2023-08-25,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-115350,City Hotel,0,217,2025,June,27,30,2025-06-30,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.08,0,0
HB-023530,Resort Hotel,0,0,2024,October,42,18,2024-10-18,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,E,0,No Deposit,,409.0,0,Transient,50.0,0,0
HB-070326,City Hotel,1,154,2025,June,24,15,2025-06-15,0,2,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,150.3,0,2
HB-074733,City Hotel,1,329,2023,September,37,11,2023-09-11,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,5.0,,0,Transient,90.0,0,0
HB-080767,City Hotel,1,180,2024,April,15,13,2024-04-13,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,21.0,,38,Transient,125.0,0,0
HB-079696,City Hotel,0,55,2024,March,13,31,2024-03-31,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,,40.0,0,Transient-Party,67.0,1,0
HB-023765,Resort Hotel,0,0,2024,May,18,2,2024-05-02,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,79.0,0,0
HB-055696,City Hotel,1,291,2024,August,34,19,2024-08-19,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,39.0,,0,Transient,115.0,0,0
HB-066459,City Hotel,1,44,2025,April,16,20,2025-04-20,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,85.0,0,0
HB-088042,City Hotel,0,79,2024,April,17,27,2024-04-27,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0
HB-029720,Resort Hotel,0,0,2024,November,44,3,2024-11-03,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,75.0,0,0
HB-008259,Resort Hotel,1,244,2024,September,38,20,2024-09-20,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,80.0,0,1
HB-115913,City Hotel,0,201,2025,July,28,11,2025-07-11,0,2,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,179.1,0,0
HB-099316,City Hotel,0,28,2024,October,41,10,2024-10-10,1,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,2
HB-024482,Resort Hotel,0,189,2024,May,20,16,2024-05-16,2,5,2,0.0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,315.0,,0,Transient-Party,82.95,0,1
HB-008257,Resort Hotel,1,244,2024,September,38,20,2024-09-20,2,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,71.0,0,2
HB-071807,City Hotel,1,229,2025,July,28,12,2025-07-12,1,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0
HB-005797,Resort Hotel,0,211,2024,May,20,14,2024-05-14,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298.0,,0,Transient-Party,54.5,0,0
HB-047657,City Hotel,1,1,2024,February,9,28,2024-02-28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,60.0,0,0
HB-067446,City Hotel,1,266,2025,May,18,3,2025-05-03,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0
HB-055676,City Hotel,1,192,2024,August,33,18,2024-08-18,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,99.45,0,1
HB-058006,City Hotel,1,56,2024,October,40,5,2024-10-05,0,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,0
HB-106336,City Hotel,0,30,2025,February,5,2,2025-02-02,6,16,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9.0,,0,Transient,115.6,0,3
HB-050358,City Hotel,1,15,2024,April,18,29,2024-04-29,0,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,177.0,0,0
HB-102548,City Hotel,0,35,2024,November,48,28,2024-11-28,1,2,1,0.0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,65.0,0,0
HB-044491,City Hotel,1,41,2023,October,40,6,2023-10-06,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,98.67,0,2
HB-098274,City Hotel,0,20,2024,September,39,25,2024-09-25,2,0,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,85.5,0,1
HB-098798,City Hotel,0,89,2024,October,40,3,2024-10-03,1,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,80.75,0,0
HB-019901,Resort Hotel,0,0,2024,February,7,13,2024-02-13,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,A,1,No Deposit,,,0,Transient,65.0,0,0
HB-057446,City Hotel,1,418,2024,September,39,26,2024-09-26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0
HB-020529,Resort Hotel,0,6,2024,January,5,31,2024-01-31,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,56.0,1,1
HB-030685,Resort Hotel,0,0,2024,November,48,30,2024-11-30,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,43.0,1,0
HB-028646,Resort Hotel,0,11,2024,October,41,9,2024-10-09,1,0,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,405.0,0,Transient-Party,50.0,0,1
HB-103626,City Hotel,0,9,2025,January,1,2,2025-01-02,1,0,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,1,D,D,0,No Deposit,9.0,,0,Group,148.0,0,1
HB-069005,City Hotel,1,225,2025,May,21,24,2025-05-24,0,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0
HB-095059,City Hotel,0,184,2024,August,33,13,2024-08-13,0,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.5,0,1
HB-040167,City Hotel,0,96,2023,July,28,11,2023-07-11,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0
HB-068252,City Hotel,1,164,2025,May,20,15,2025-05-15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0
HB-046023,City Hotel,0,135,2023,December,49,5,2023-12-05,2,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,60.0,0,0
HB-025324,Resort Hotel,0,161,2024,June,24,15,2024-06-15,2,5,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69.0,,0,Transient,47.9,0,0
HB-054830,City Hotel,1,86,2024,July,30,27,2024-07-27,0,4,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.95,0,0
HB-078783,City Hotel,0,0,2023,October,41,15,2023-10-15,0,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,104.72,0,1
HB-036397,Resort Hotel,0,119,2025,May,19,7,2025-05-07,4,9,2,0.0,0,FB,GBR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,314.0,,0,Transient-Party,118.8,0,0
HB-018742,Resort Hotel,0,2,2023,November,48,27,2023-11-27,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,330.0,,0,Transient-Party,29.0,0,0
HB-082435,City Hotel,0,21,2023,December,52,25,2023-12-25,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient-Party,58.0,0,1
HB-057880,City Hotel,1,102,2024,October,40,2,2024-10-02,2,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0
HB-081173,City Hotel,0,6,2023,December,48,3,2023-12-03,0,2,2,0.0,0,BB,SGP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,151.0,,0,Transient-Party,55.0,0,0
HB-118126,City Hotel,0,504,2025,August,33,12,2025-08-12,2,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1
HB-033097,Resort Hotel,0,0,2025,February,7,14,2025-02-14,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,68.0,1,1
HB-093322,City Hotel,0,161,2024,July,29,16,2024-07-16,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,87.13,0,1
HB-003694,Resort Hotel,0,165,2023,December,52,30,2023-12-30,0,4,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,308.0,,122,Transient-Party,136.5,0,0
HB-049663,City Hotel,1,9,2024,April,16,17,2024-04-17,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,101.0,0,0
HB-026115,Resort Hotel,0,160,2024,July,29,18,2024-07-18,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,,0,Transient,102.8,0,0
HB-054648,City Hotel,1,101,2024,July,30,22,2024-07-22,0,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,142.2,0,0
HB-102048,City Hotel,0,5,2024,November,47,19,2024-11-19,2,1,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,107.67,0,2
HB-027240,Resort Hotel,0,89,2024,August,33,15,2024-08-15,3,6,2,0.0,0,HB,RUS,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,,0,Transient,236.93,0,1
HB-060814,City Hotel,1,44,2024,November,47,22,2024-11-22,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.07,0,1
HB-114370,City Hotel,0,96,2025,June,25,18,2025-06-18,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,159.0,,0,Transient,98.17,0,0
HB-011276,Resort Hotel,1,221,2025,April,18,30,2025-04-30,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,71.43,0,0
HB-082128,City Hotel,1,99,2024,February,8,19,2024-02-19,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,,67.0,0,Transient-Party,80.0,0,0
HB-008217,Resort Hotel,1,206,2024,September,38,18,2024-09-18,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,104.75,0,1
HB-094120,City Hotel,0,180,2024,July,30,28,2024-07-28,1,3,2,0.0,0,SC,LTU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.0,0,1
HB-025591,Resort Hotel,0,182,2024,June,26,27,2024-06-27,1,5,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,95.0,1,2
HB-118178,City Hotel,0,46,2025,August,33,12,2025-08-12,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,1
HB-111086,City Hotel,0,109,2025,May,18,1,2025-05-01,1,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1
HB-051493,City Hotel,1,211,2024,May,21,20,2024-05-20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,111,Transient,100.0,0,0
HB-033241,Resort Hotel,0,17,2025,February,8,17,2025-02-17,0,1,2,0.0,0,Undefined,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,,0,Transient,149.0,0,3
HB-082004,City Hotel,1,115,2024,March,12,20,2024-03-20,2,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,41.0,,22,Transient,70.0,0,0
HB-079131,City Hotel,0,0,2023,October,42,21,2023-10-21,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,,,0,Transient,107.0,0,0
HB-104972,City Hotel,0,78,2025,January,4,25,2025-01-25,0,2,1,0.0,0,BB,SVK,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,365.0,0,Transient-Party,85.0,0,0
HB-042675,City Hotel,0,69,2023,September,36,9,2023-09-09,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-010549,Resort Hotel,1,26,2025,March,11,14,2025-03-14,0,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,80.0,0,0
HB-055292,City Hotel,1,405,2024,August,32,10,2024-08-10,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0
HB-089446,City Hotel,0,102,2024,May,20,19,2024-05-19,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,0
HB-096395,City Hotel,0,121,2024,August,35,26,2024-08-26,2,5,3,0.0,0,BB,FRA,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,187.0,0,2
HB-061741,City Hotel,1,291,2024,December,52,24,2024-12-24,2,6,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,146.2,0,0
HB-091144,City Hotel,0,256,2024,June,24,15,2024-06-15,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1
HB-088223,City Hotel,0,3,2024,May,18,2,2024-05-02,1,0,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,104.72,0,1
HB-090121,City Hotel,0,1,2024,May,22,31,2024-05-31,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,1
HB-019656,Resort Hotel,0,45,2023,December,52,25,2023-12-25,2,3,2,2.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,196.0,,0,Transient,46.0,0,0
HB-036039,Resort Hotel,0,248,2025,May,18,3,2025-05-03,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,54.0,0,1
HB-065676,City Hotel,1,62,2025,April,14,6,2025-04-06,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,135.0,0,0
HB-086113,City Hotel,0,189,2024,March,13,25,2024-03-25,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,60.0,0,1
HB-041423,City Hotel,0,131,2023,August,33,15,2023-08-15,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0
HB-015988,Resort Hotel,0,74,2023,August,32,9,2023-08-09,1,0,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,E,0,No Deposit,250.0,,0,Transient,134.0,0,0
HB-110431,City Hotel,0,30,2025,April,17,27,2025-04-27,0,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,124.0,0,1
HB-098885,City Hotel,0,46,2024,October,40,2,2024-10-02,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,90.55,0,1
HB-039007,Resort Hotel,0,1,2025,July,31,31,2025-07-31,1,4,1,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,,0,Transient,339.4,1,2
HB-113110,City Hotel,0,194,2025,May,22,28,2025-05-28,2,4,2,2.0,0,BB,FRA,Direct,Direct,0,0,0,G,G,1,No Deposit,14.0,,0,Transient,227.25,0,0
HB-037799,Resort Hotel,0,8,2025,June,26,29,2025-06-29,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,,525.0,0,Transient-Party,120.0,0,0
HB-006534,Resort Hotel,1,40,2024,June,24,16,2024-06-16,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,129.0,0,0
HB-043423,City Hotel,1,74,2023,September,38,18,2023-09-18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0
HB-063835,City Hotel,1,594,2025,February,8,23,2025-02-23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-111974,City Hotel,0,9,2025,May,20,17,2025-05-17,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,117.9,0,1
HB-054295,City Hotel,1,138,2024,July,28,11,2024-07-11,1,4,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9.0,,0,Transient,169.15,0,0
HB-076061,City Hotel,1,364,2023,October,42,16,2023-10-16,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0
HB-103157,City Hotel,0,1,2024,December,50,12,2024-12-12,1,1,1,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,87.0,0,1
HB-059623,City Hotel,1,150,2024,October,44,30,2024-10-30,2,0,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.1,0,0
HB-074871,City Hotel,1,153,2023,August,31,3,2023-08-03,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0
HB-017892,Resort Hotel,0,163,2023,October,43,23,2023-10-23,1,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient-Party,47.0,0,1
HB-054997,City Hotel,1,114,2024,August,31,2,2024-08-02,0,2,2,3.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8.0,,0,Transient,266.3,0,0
HB-099068,City Hotel,0,34,2024,October,40,6,2024-10-06,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,83.0,,0,Transient,153.0,0,0
HB-021338,Resort Hotel,0,9,2024,February,8,25,2024-02-25,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,82.0,0,Transient,30.0,0,0
HB-043993,City Hotel,1,96,2023,September,39,28,2023-09-28,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,3.0,,0,Transient-Party,138.0,0,0
HB-020347,Resort Hotel,0,3,2024,January,4,23,2024-01-23,1,1,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,61.0,1,0
HB-100792,City Hotel,0,226,2024,October,44,29,2024-10-29,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,70.0,0,1
HB-081091,City Hotel,0,0,2024,November,48,29,2024-11-29,0,1,2,0.0,0,HB,PRT,Complementary,Direct,1,0,2,G,G,0,No Deposit,,,0,Transient,0.0,0,3
HB-025427,Resort Hotel,0,124,2024,June,25,18,2024-06-18,3,6,3,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.0,0,1
HB-084328,City Hotel,0,19,2024,February,8,19,2024-02-19,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,93.0,0,2
HB-083135,City Hotel,0,36,2024,January,3,19,2024-01-19,0,2,1,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,19.0,,0,Transient-Party,71.0,0,0
HB-056095,City Hotel,1,99,2024,August,35,29,2024-08-29,1,1,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0
HB-018224,Resort Hotel,0,65,2023,November,45,8,2023-11-08,2,5,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,58.0,0,1
HB-111038,City Hotel,0,1,2025,May,18,3,2025-05-03,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,112.0,0,1
HB-087429,City Hotel,0,35,2024,April,16,18,2024-04-18,1,1,2,1.0,0,BB,THA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,112.5,0,2
HB-034096,Resort Hotel,0,30,2025,March,11,10,2025-03-10,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,,0,Transient,100.0,0,0
HB-071425,City Hotel,1,179,2025,July,27,5,2025-07-05,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,2
HB-050346,City Hotel,1,443,2024,April,18,29,2024-04-29,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,65.0,0,0
HB-024230,Resort Hotel,0,9,2024,May,20,15,2024-05-15,1,0,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,I,0,No Deposit,,,0,Transient-Party,70.0,0,0
